"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134692383"	2.54e-54	"sp|Q7T3T2|CALM_EPIAK"	"lcl|NC_086384.1_cds_XP_063408901.1_44365"	"Q7T3T2"
"LOC134692385"	5.99e-23	"sp|Q2KHP9|FMR1B_XENLA"	"lcl|NC_086384.1_cds_XP_063408904.1_44367"	"Q2KHP9"
"LOC134693865"	4.34e-51	"sp|Q9H0J9|PAR12_HUMAN"	"lcl|NC_086384.1_cds_XP_063410873.1_44369"	"Q9H0J9"
"LOC134693866"	3.74e-25	"sp|Q8BZ20|PAR12_MOUSE"	"lcl|NC_086384.1_cds_XP_063410874.1_44370"	"Q8BZ20"
"LOC134693867"	2.41e-51	"sp|Q9H0J9|PAR12_HUMAN"	"lcl|NC_086384.1_cds_XP_063410875.1_44371"	"Q9H0J9"
"LOC134693869"	1.03e-64	"sp|Q9H0J9|PAR12_HUMAN"	"lcl|NC_086384.1_cds_XP_063410877.1_44373"	"Q9H0J9"
"LOC134693214"	6.25e-37	"sp|Q9Y2F9|BTBD3_HUMAN"	"lcl|NC_086384.1_cds_XP_063410022.1_44375"	"Q9Y2F9"
"LOC134692389"	1.67e-23	"sp|P10394|POL4_DROME"	"lcl|NC_086384.1_cds_XP_063408908.1_44382"	"P10394"
"LOC134693874"	0	"sp|P98160|PGBM_HUMAN"	"lcl|NC_086384.1_cds_XP_063410879.1_44384"	"P98160"
"LOC134693883"	1.22e-53	"sp|O88470|FOXL2_MOUSE"	"lcl|NC_086384.1_cds_XP_063410897.1_44407"	"O88470"
"LOC134693884"	7.74e-21	"sp|Q5BJC4|CH033_DANRE"	"lcl|NC_086384.1_cds_XP_063410898.1_44409"	"Q5BJC4"
"LOC134692397"	7.14e-40	"sp|P38621|ZN12_MICSA"	"lcl|NC_086384.1_cds_XP_063408916.1_44410"	"P38621"
"LOC134693732"	3.57e-39	"sp|Q70E20|SNED1_MOUSE"	"lcl|NC_086384.1_cds_XP_063410700.1_44425"	"Q70E20"
"LOC134692412"	3.31e-52	"sp|Q8TER0|SNED1_HUMAN"	"lcl|NC_086384.1_cds_XP_063408932.1_44430"	"Q8TER0"
"LOC134692413"	0	"sp|D4A1X2|EXOSX_RAT"	"lcl|NC_086384.1_cds_XP_063408933.1_44432"	"D4A1X2"
"LOC134693256"	3.94e-48	"sp|Q9I8C7|ACH10_CHICK"	"lcl|NC_086384.1_cds_XP_063410070.1_44433"	"Q9I8C7"
"LOC134692414"	8.03e-102	"sp|A6H603|NWD1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408934.1_44436"	"A6H603"
"LOC134693260"	2.09e-52	"sp|Q70PU1|PGSC2_DROSI"	"lcl|NC_086384.1_cds_XP_063410076.1_44437"	"Q70PU1"
"LOC134693261"	2.06e-52	"sp|Q70PU1|PGSC2_DROSI"	"lcl|NC_086384.1_cds_XP_063410077.1_44438"	"Q70PU1"
"LOC134692415"	2.56e-93	"sp|A6H603|NWD1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408936.1_44441"	"A6H603"
"LOC134691991"	7.22e-65	"sp|Q3ZBG9|PLS2_BOVIN"	"lcl|NC_086384.1_cds_XP_063408378.1_44442"	"Q3ZBG9"
"LOC134691996"	8.34e-103	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063408389.1_44447"	"Q9NRA2"
"LOC134692416"	1.61e-150	"sp|Q69ZQ1|MYORG_MOUSE"	"lcl|NC_086384.1_cds_XP_063408937.1_44448"	"Q69ZQ1"
"LOC134692419"	8.02e-67	"sp|Q54YG2|ECMA_DICDI"	"lcl|NC_086384.1_cds_XP_063408941.1_44460"	"Q54YG2"
"LOC134693281"	6.72e-29	"sp|Q20929|DMSR1_CAEEL"	"lcl|NC_086384.1_cds_XP_063410096.1_44462"	"Q20929"
"LOC134692004"	1.26e-104	"sp|Q9UNL4|ING4_HUMAN"	"lcl|NC_086384.1_cds_XP_063408412.1_44466"	"Q9UNL4"
"LOC134692420"	2.72e-33	"sp|Q9ULJ7|ANR50_HUMAN"	"lcl|NC_086384.1_cds_XP_063408942.1_44468"	"Q9ULJ7"
"LOC134692005"	1.74e-57	"sp|P42575|CASP2_HUMAN"	"lcl|NC_086384.1_cds_XP_063408414.1_44470"	"P42575"
"LOC134692007"	0	"sp|Q5GIS3|GBB_PINFU"	"lcl|NC_086384.1_cds_XP_063408415.1_44471"	"Q5GIS3"
"LOC134692010"	1.85e-153	"sp|Q03132|ERYA2_SACER"	"lcl|NC_086384.1_cds_XP_063408418.1_44476"	"Q03132"
"LOC134692011"	6.64e-66	"sp|Q0EEE2|PTHD3_MOUSE"	"lcl|NC_086384.1_cds_XP_063408420.1_44478"	"Q0EEE2"
"LOC134692015"	1.71e-113	"sp|Q0EEE2|PTHD3_MOUSE"	"lcl|NC_086384.1_cds_XP_063408427.1_44487"	"Q0EEE2"
"LOC134693301"	2.38e-45	"sp|Q5IS76|ACHA6_PANTR"	"lcl|NC_086384.1_cds_XP_063410124.1_44489"	"Q5IS76"
"LOC134693302"	1.47e-46	"sp|Q9JLB5|ACH10_RAT"	"lcl|NC_086384.1_cds_XP_063410125.1_44490"	"Q9JLB5"
"LOC134693306"	1.29e-60	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063410130.1_44492"	"Q9NRA2"
"LOC134692018"	0	"sp|Q0VGW6|S12A9_XENLA"	"lcl|NC_086384.1_cds_XP_063408429.1_44493"	"Q0VGW6"
"LOC134693309"	4.41e-53	"sp|D8VNT0|FCNV4_CERRY"	"lcl|NC_086384.1_cds_XP_063410134.1_44504"	"D8VNT0"
"LOC134692028"	1.54e-90	"sp|Q03112|MECOM_HUMAN"	"lcl|NC_086384.1_cds_XP_063408441.1_44508"	"Q03112"
"LOC134692029"	6.39e-64	"sp|B7ZRU9|EVI1A_XENLA"	"lcl|NC_086384.1_cds_XP_063408444.1_44511"	"B7ZRU9"
"LOC134692428"	5.2e-94	"tr|A0A193DUA3|A0A193DUA3_MYTCO"	"lcl|NC_086384.1_cds_XP_063408950.1_44512"	"A0A193DUA3"
"LOC134693452"	7.5e-151	"sp|Q69ZQ1|MYORG_MOUSE"	"lcl|NC_086384.1_cds_XP_063410351.1_44515"	"Q69ZQ1"
"LOC134693330"	6.72e-29	"sp|Q20929|DMSR1_CAEEL"	"lcl|NC_086384.1_cds_XP_063410154.1_44536"	"Q20929"
"LOC134692436"	3e-37	"sp|Q4A3R3|DMBT1_PIG"	"lcl|NC_086384.1_cds_XP_063408957.1_44541"	"Q4A3R3"
"LOC134692040"	7.74e-77	"sp|Q8BLX4|FUCT1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408463.1_44546"	"Q8BLX4"
"LOC134692041"	3.33e-167	"sp|Q9JLI3|MMEL1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408466.1_44550"	"Q9JLI3"
"LOC134692042"	3.25e-25	"sp|Q3SYV7|ZN345_BOVIN"	"lcl|NC_086384.1_cds_XP_063408468.1_44553"	"Q3SYV7"
"LOC134692043"	9.93e-44	"sp|O89110|CASP8_MOUSE"	"lcl|NC_086384.1_cds_XP_063408470.1_44556"	"O89110"
"LOC134692442"	1.47e-109	"sp|G5E8K5|ANK3_MOUSE"	"lcl|NC_086384.1_cds_XP_063408964.1_44563"	"G5E8K5"
"LOC134692443"	3.13e-23	"sp|P25498|PA2AE_NAJOX"	"lcl|NC_086384.1_cds_XP_063408965.1_44564"	"P25498"
"LOC134692444"	6.04e-24	"sp|Q92086|PA2AC_NAJSP"	"lcl|NC_086384.1_cds_XP_063408966.1_44565"	"Q92086"
"LOC134692446"	2.93e-70	"sp|Q9ULJ7|ANR50_HUMAN"	"lcl|NC_086384.1_cds_XP_063408967.1_44566"	"Q9ULJ7"
"LOC134692048"	1.19e-44	"sp|P82650|RT22_HUMAN"	"lcl|NC_086384.1_cds_XP_063408473.1_44567"	"P82650"
"LOC134692049"	6.11e-94	"sp|Q80TN4|DJC16_MOUSE"	"lcl|NC_086384.1_cds_XP_063408474.1_44569"	"Q80TN4"
"LOC134692061"	0	"sp|Q3ZBV2|DD19A_BOVIN"	"lcl|NC_086384.1_cds_XP_063408496.1_44576"	"Q3ZBV2"
"LOC134692053"	4.11e-33	"sp|A1A5V9|ELP5_DANRE"	"lcl|NC_086384.1_cds_XP_063408484.1_44579"	"A1A5V9"
"LOC134692055"	1.04e-35	"sp|Q9CR24|NUDT8_MOUSE"	"lcl|NC_086384.1_cds_XP_063408485.1_44580"	"Q9CR24"
"LOC134692056"	6.26e-78	"sp|Q9Y2Q3|GSTK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063408488.1_44583"	"Q9Y2Q3"
"LOC134692058"	9.19e-36	"sp|Q2TA11|CF107_BOVIN"	"lcl|NC_086384.1_cds_XP_063408491.1_44584"	"Q2TA11"
"LOC134692060"	7.53e-62	"sp|Q9ET47|ESPN_MOUSE"	"lcl|NC_086384.1_cds_XP_063408495.1_44590"	"Q9ET47"
"LOC134692066"	1.54e-138	"sp|P40757|ALN_AQUCT"	"lcl|NC_086384.1_cds_XP_063408498.1_44592"	"P40757"
"LOC134692067"	5.77e-92	"sp|Q9CZJ2|HS12B_MOUSE"	"lcl|NC_086384.1_cds_XP_063408500.1_44593"	"Q9CZJ2"
"LOC134693360"	2.58e-41	"sp|Q6ZUK4|TMM26_HUMAN"	"lcl|NC_086384.1_cds_XP_063410204.1_44595"	"Q6ZUK4"
"LOC134692074"	8.86e-135	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063408510.1_44607"	"Q9NRA2"
"LOC134692452"	1.02e-45	"sp|P18320|PROF_HELCR"	"lcl|NC_086384.1_cds_XP_063408974.1_44608"	"P18320"
"LOC134692084"	0	"sp|P49915|GUAA_HUMAN"	"lcl|NC_086384.1_cds_XP_063408520.1_44611"	"P49915"
"LOC134692091"	1.35e-139	"sp|O95544|NADK_HUMAN"	"lcl|NC_086384.1_cds_XP_063408539.1_44627"	"O95544"
"LOC134692091"	2.03e-138	"sp|P58058|NADK_MOUSE"	"lcl|NC_086384.1_cds_XP_063408540.1_44629"	"P58058"
"LOC134692092"	2.95e-46	"sp|Q6Y7W6|GGYF2_HUMAN"	"lcl|NC_086384.1_cds_XP_063408545.1_44631"	"Q6Y7W6"
"LOC134692092"	4.46e-29	"sp|Q6Y7W8|GGYF2_MOUSE"	"lcl|NC_086384.1_cds_XP_063408547.1_44632"	"Q6Y7W8"
"LOC134692094"	0	"sp|O88281|MEGF6_RAT"	"lcl|NC_086384.1_cds_XP_063408549.1_44637"	"O88281"
"LOC134692096"	7.83e-101	"sp|O95619|YETS4_HUMAN"	"lcl|NC_086384.1_cds_XP_063408554.1_44646"	"O95619"
"LOC134692457"	4.25e-128	"sp|Q9CZR2|NALD2_MOUSE"	"lcl|NC_086384.1_cds_XP_063408978.1_44656"	"Q9CZR2"
"LOC134692097"	7.11e-106	"sp|O55071|CP2BJ_MOUSE"	"lcl|NC_086384.1_cds_XP_063408562.1_44660"	"O55071"
"LOC134692097"	5.51e-68	"sp|P00178|CP2B4_RABIT"	"lcl|NC_086384.1_cds_XP_063408564.1_44662"	"P00178"
"LOC134693392"	0	"sp|P29476|NOS1_RAT"	"lcl|NC_086384.1_cds_XP_063410256.1_44663"	"P29476"
"LOC134692462"	5.52e-43	"sp|Q9UBX8|B4GT6_HUMAN"	"lcl|NC_086384.1_cds_XP_063408984.1_44667"	"Q9UBX8"
"LOC134692098"	6.66e-53	"sp|Q8TDB6|DTX3L_HUMAN"	"lcl|NC_086384.1_cds_XP_063408565.1_44668"	"Q8TDB6"
"LOC134692099"	0	"sp|Q6AYY8|ACATN_RAT"	"lcl|NC_086384.1_cds_XP_063408567.1_44670"	"Q6AYY8"
"LOC134692101"	0	"sp|Q6PDQ2|CHD4_MOUSE"	"lcl|NC_086384.1_cds_XP_063408574.1_44671"	"Q6PDQ2"
"LOC134692101"	0	"sp|Q14839|CHD4_HUMAN"	"lcl|NC_086384.1_cds_XP_063408570.1_44672"	"Q14839"
"LOC134692103"	1.25e-64	"sp|Q08013|SSRG_RAT"	"lcl|NC_086384.1_cds_XP_063408583.1_44685"	"Q08013"
"LOC134692106"	3.04e-99	"sp|Q28CU0|LRC23_XENTR"	"lcl|NC_086384.1_cds_XP_063408593.1_44686"	"Q28CU0"
"LOC134692104"	1.44e-89	"sp|Q9CWL2|CASZ1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408584.1_44689"	"Q9CWL2"
"LOC134692108"	7.72e-124	"sp|P26225|GUNB_CELFI"	"lcl|NC_086384.1_cds_XP_063408594.1_44697"	"P26225"
"LOC134692109"	6.91e-119	"sp|P22534|GUNA_CALSA"	"lcl|NC_086384.1_cds_XP_063408599.1_44701"	"P22534"
"LOC134692466"	2.65e-100	"sp|Q12955|ANK3_HUMAN"	"lcl|NC_086384.1_cds_XP_063408988.1_44703"	"Q12955"
"LOC134692469"	1.04e-83	"sp|P19623|SPEE_HUMAN"	"lcl|NC_086384.1_cds_XP_063408991.1_44707"	"P19623"
"LOC134692117"	1.83e-96	"sp|Q8N2K1|UB2J2_HUMAN"	"lcl|NC_086384.1_cds_XP_063408607.1_44708"	"Q8N2K1"
"LOC134692121"	6.48e-95	"sp|Q5PPR6|CB5D1_XENLA"	"lcl|NC_086384.1_cds_XP_063408611.1_44713"	"Q5PPR6"
"LOC134693417"	2.49e-31	"sp|A2BIG9|NAA38_DANRE"	"lcl|NC_086384.1_cds_XP_063410300.1_44714"	"A2BIG9"
"LOC134692126"	2.68e-36	"sp|Q5UQG7|YR818_MIMIV"	"lcl|NC_086384.1_cds_XP_063408616.1_44717"	"Q5UQG7"
"LOC134692127"	7.36e-22	"sp|O46578|COX41_GORGO"	"lcl|NC_086384.1_cds_XP_063408617.1_44718"	"O46578"
"LOC134692472"	2.16e-56	"sp|P00917|CAH1_HORSE"	"lcl|NC_086384.1_cds_XP_063408995.1_44723"	"P00917"
"LOC134693424"	1.29e-29	"sp|A1BQQ5|MR30_CONMR"	"lcl|NC_086384.1_cds_XP_063410308.1_44725"	"A1BQQ5"
"LOC134692137"	3.46e-38	"sp|P54213|CATR_DUNSA"	"lcl|NC_086384.1_cds_XP_063408635.1_44728"	"P54213"
"LOC134692139"	2.05e-71	"sp|B1AZ99|OTUD3_MOUSE"	"lcl|NC_086384.1_cds_XP_063408638.1_44729"	"B1AZ99"
"LOC134692138"	5.58e-140	"sp|Q91WU4|TMCO4_MOUSE"	"lcl|NC_086384.1_cds_XP_063408636.1_44733"	"Q91WU4"
"LOC134692473"	7.19e-22	"sp|Q98TA4|MBL_CHICK"	"lcl|NC_086384.1_cds_XP_063408996.1_44735"	"Q98TA4"
"LOC134692140"	1.28e-21	"sp|Q98TA4|MBL_CHICK"	"lcl|NC_086384.1_cds_XP_063408642.1_44736"	"Q98TA4"
"LOC134692141"	2.95e-48	"sp|Q5ZKJ5|MF13A_CHICK"	"lcl|NC_086384.1_cds_XP_063408644.1_44741"	"Q5ZKJ5"
"LOC134692142"	3.5e-160	"sp|Q5U249|ELYS_XENLA"	"lcl|NC_086384.1_cds_XP_063408646.1_44743"	"Q5U249"
"LOC134692144"	7.27e-22	"sp|A0NLY7|ISAHY_ROSAI"	"lcl|NC_086384.1_cds_XP_063408654.1_44750"	"A0NLY7"
"LOC134692147"	1.8e-23	"sp|A0NLY7|ISAHY_ROSAI"	"lcl|NC_086384.1_cds_XP_063408659.1_44751"	"A0NLY7"
"LOC134692146"	1.03e-35	"sp|Q6R7G0|Y068_OSHVF"	"lcl|NC_086384.1_cds_XP_063408658.1_44755"	"Q6R7G0"
"LOC134692154"	0	"sp|Q7PHR1|KIF1A_ANOGA"	"lcl|NC_086384.1_cds_XP_063408663.1_44757"	"Q7PHR1"
"LOC134692157"	1.21e-100	"sp|A3KQ55|MEPCE_DANRE"	"lcl|NC_086384.1_cds_XP_063408668.1_44758"	"A3KQ55"
"LOC134692156"	9.48e-35	"sp|Q9H0M4|ZCPW1_HUMAN"	"lcl|NC_086384.1_cds_XP_063408665.1_44759"	"Q9H0M4"
"LOC134693462"	1.01e-52	"sp|A6X391|DEACT_BRUA4"	"lcl|NC_086384.1_cds_XP_063410364.1_44781"	"A6X391"
"LOC134692167"	4.2e-54	"sp|A6X391|DEACT_BRUA4"	"lcl|NC_086384.1_cds_XP_063408684.1_44782"	"A6X391"
"LOC134692168"	6.34e-82	"sp|Q8SX83|SPEN_DROME"	"lcl|NC_086384.1_cds_XP_063408685.1_44783"	"Q8SX83"
"LOC134692170"	1.45e-55	"sp|Q0WU02|MTP10_ARATH"	"lcl|NC_086384.1_cds_XP_063408687.1_44785"	"Q0WU02"
"LOC134693472"	5.83e-58	"sp|P25804|CYSP_PEA"	"lcl|NC_086384.1_cds_XP_063410376.1_44798"	"P25804"
"LOC134692173"	5.87e-58	"sp|P25804|CYSP_PEA"	"lcl|NC_086384.1_cds_XP_063408693.1_44799"	"P25804"
"LOC134692650"	6.05e-88	"sp|Q16FT5|COQ4_AEDAE"	"lcl|NC_086384.1_cds_XP_063409180.1_44807"	"Q16FT5"
"LOC134692652"	8.71e-26	"sp|Q9D113|DNLZ_MOUSE"	"lcl|NC_086384.1_cds_XP_063409181.1_44808"	"Q9D113"
"LOC134692648"	6.8e-132	"sp|Q6GN15|CCNL1_XENLA"	"lcl|NC_086384.1_cds_XP_063409178.1_44811"	"Q6GN15"
"LOC134692649"	8.9e-68	"sp|Q7ZUC2|CAB45_DANRE"	"lcl|NC_086384.1_cds_XP_063409179.1_44812"	"Q7ZUC2"
"LOC134692662"	0	"sp|Q9TT16|CLCN6_RABIT"	"lcl|NC_086384.1_cds_XP_063409201.1_44830"	"Q9TT16"
"LOC134692667"	4.77e-53	"sp|Q90Z12|HES4A_XENLA"	"lcl|NC_086384.1_cds_XP_063409205.1_44833"	"Q90Z12"
"LOC134692668"	1.69e-48	"sp|Q90Z12|HES4A_XENLA"	"lcl|NC_086384.1_cds_XP_063409206.1_44834"	"Q90Z12"
"LOC134692669"	2.43e-25	"sp|Q9BI23|YELL_DROER"	"lcl|NC_086384.1_cds_XP_063409207.1_44835"	"Q9BI23"
"LOC134692670"	1.92e-82	"sp|Q9EPT5|SO2A1_MOUSE"	"lcl|NC_086384.1_cds_XP_063409208.1_44837"	"Q9EPT5"
"LOC134692672"	1.84e-124	"sp|P08684|CP3A4_HUMAN"	"lcl|NC_086384.1_cds_XP_063409210.1_44838"	"P08684"
"LOC134692678"	1.3e-128	"sp|Q9ULI1|NWD2_HUMAN"	"lcl|NC_086384.1_cds_XP_063409220.1_44843"	"Q9ULI1"
"LOC134692679"	0	"sp|P0AC33|FUMA_ECOLI"	"lcl|NC_086384.1_cds_XP_063409222.1_44849"	"P0AC33"
"LOC134692504"	1.22e-25	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409031.1_44852"	"P16157"
"LOC134692505"	1.41e-26	"sp|Q12955|ANK3_HUMAN"	"lcl|NC_086384.1_cds_XP_063409032.1_44853"	"Q12955"
"LOC134692682"	6.82e-93	"sp|Q02225|SKI_XENLA"	"lcl|NC_086384.1_cds_XP_063409224.1_44854"	"Q02225"
"LOC134692686"	9.82e-24	"sp|P38166|SFT2_YEAST"	"lcl|NC_086384.1_cds_XP_063409229.1_44857"	"P38166"
"LOC134692688"	1.15e-74	"sp|Q8IWE5|PKHM2_HUMAN"	"lcl|NC_086384.1_cds_XP_063409233.1_44858"	"Q8IWE5"
"LOC134692689"	6.05e-92	"sp|Q3MHN0|PSB6_BOVIN"	"lcl|NC_086384.1_cds_XP_063409235.1_44860"	"Q3MHN0"
"LOC134692691"	2.64e-67	"sp|Q9UPW0|FOXJ3_HUMAN"	"lcl|NC_086384.1_cds_XP_063409238.1_44864"	"Q9UPW0"
"LOC134692695"	1.28e-58	"sp|P16066|ANPRA_HUMAN"	"lcl|NC_086384.1_cds_XP_063409244.1_44872"	"P16066"
"LOC134692510"	1.19e-61	"sp|Q07553|GCY3E_DROME"	"lcl|NC_086384.1_cds_XP_063409038.1_44875"	"Q07553"
"LOC134692698"	3.21e-149	"sp|Q00685|CO3_LETCA"	"lcl|NC_086384.1_cds_XP_063409247.1_44876"	"Q00685"
"LOC134692699"	8.09e-145	"sp|P20594|ANPRB_HUMAN"	"lcl|NC_086384.1_cds_XP_063409248.1_44878"	"P20594"
"LOC134692700"	1.34e-121	"sp|Q9H0C1|ZMY12_HUMAN"	"lcl|NC_086384.1_cds_XP_063409249.1_44879"	"Q9H0C1"
"LOC134692702"	3.07e-49	"sp|Q54V47|ARFJ_DICDI"	"lcl|NC_086384.1_cds_XP_063409257.1_44880"	"Q54V47"
"LOC134692703"	3.74e-29	"sp|Q5T0B9|ZN362_HUMAN"	"lcl|NC_086384.1_cds_XP_063409258.1_44881"	"Q5T0B9"
"LOC134692706"	4.28e-85	"sp|Q9VI93|RN_DROME"	"lcl|NC_086384.1_cds_XP_063409268.1_44885"	"Q9VI93"
"LOC134692708"	9.32e-25	"sp|Q5R8C8|ANR46_PONAB"	"lcl|NC_086384.1_cds_XP_063409273.1_44892"	"Q5R8C8"
"LOC134692709"	5.74e-118	"sp|Q08DE2|T185B_BOVIN"	"lcl|NC_086384.1_cds_XP_063409275.1_44893"	"Q08DE2"
"LOC134692512"	4.79e-33	"sp|P11528|GCY_ARBPU"	"lcl|NC_086384.1_cds_XP_063409039.1_44896"	"P11528"
"LOC134692513"	1.38e-147	"sp|Q00685|CO3_LETCA"	"lcl|NC_086384.1_cds_XP_063409040.1_44898"	"Q00685"
"LOC134692715"	2.65e-121	"sp|O57472|CHRD_DANRE"	"lcl|NC_086384.1_cds_XP_063409277.1_44899"	"O57472"
"LOC134693631"	0	"sp|Q2M3M2|SC5A9_HUMAN"	"lcl|NC_086384.1_cds_XP_063410540.1_44900"	"Q2M3M2"
"LOC134693631"	0	"sp|A8WHP3|SC5A9_DANRE"	"lcl|NC_086384.1_cds_XP_063410541.1_44901"	"A8WHP3"
"LOC134692719"	2.06e-35	"sp|Q9D995|CNTD1_MOUSE"	"lcl|NC_086384.1_cds_XP_063409282.1_44910"	"Q9D995"
"LOC134692720"	0	"sp|Q5I598|MTHR_BOVIN"	"lcl|NC_086384.1_cds_XP_063409286.1_44913"	"Q5I598"
"LOC134692517"	1.17e-110	"sp|P41932|14331_CAEEL"	"lcl|NC_086384.1_cds_XP_063409045.1_44915"	"P41932"
"LOC134692728"	0	"sp|O43156|TTI1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409302.1_44916"	"O43156"
"LOC134692727"	8.28e-82	"sp|Q14D04|MELT_HUMAN"	"lcl|NC_086384.1_cds_XP_063409300.1_44920"	"Q14D04"
"LOC134692729"	3.39e-116	"sp|Q5ZKS8|UBIA1_CHICK"	"lcl|NC_086384.1_cds_XP_063409303.1_44922"	"Q5ZKS8"
"LOC134692730"	0	"sp|P42346|MTOR_RAT"	"lcl|NC_086384.1_cds_XP_063409305.1_44923"	"P42346"
"LOC134692730"	0	"sp|Q9JLN9|MTOR_MOUSE"	"lcl|NC_086384.1_cds_XP_063409306.1_44924"	"Q9JLN9"
"LOC134692734"	2.6e-31	"sp|P82458|TRI18_RAT"	"lcl|NC_086384.1_cds_XP_063409308.1_44926"	"P82458"
"LOC134693654"	1.95e-62	"sp|Q07553|GCY3E_DROME"	"lcl|NC_086384.1_cds_XP_063410606.1_44930"	"Q07553"
"LOC134692740"	2.03e-110	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409320.1_44935"	"Q9NRA2"
"LOC134692520"	8.81e-87	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409048.1_44942"	"P16157"
"LOC134692742"	4.43e-133	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409322.1_44944"	"Q9NRA2"
"LOC134692742"	5.63e-105	"sp|Q03567|SL172_CAEEL"	"lcl|NC_086384.1_cds_XP_063409324.1_44946"	"Q03567"
"LOC134692524"	1.11e-121	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409050.1_44947"	"Q9NRA2"
"LOC134692525"	6.94e-108	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409052.1_44948"	"P16157"
"LOC134692526"	2.74e-81	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409053.1_44949"	"P16157"
"LOC134692527"	1.87e-34	"sp|Q99NH0|ANR17_MOUSE"	"lcl|NC_086384.1_cds_XP_063409054.1_44950"	"Q99NH0"
"LOC134692529"	2.14e-37	"sp|P98160|PGBM_HUMAN"	"lcl|NC_086384.1_cds_XP_063409056.1_44952"	"P98160"
"LOC134692754"	8.81e-80	"sp|Q2HJ74|GATM_BOVIN"	"lcl|NC_086384.1_cds_XP_063409337.1_44954"	"Q2HJ74"
"LOC134693492"	1.3e-48	"sp|Q2HJ74|GATM_BOVIN"	"lcl|NC_086384.1_cds_XP_063410396.1_44955"	"Q2HJ74"
"LOC134693493"	4.62e-74	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063410397.1_44958"	"P16157"
"LOC134693494"	7.47e-38	"sp|P98160|PGBM_HUMAN"	"lcl|NC_086384.1_cds_XP_063410398.1_44962"	"P98160"
"LOC134693497"	8.01e-46	"sp|P15043|RECQ_ECOLI"	"lcl|NC_086384.1_cds_XP_063410401.1_44970"	"P15043"
"LOC134692755"	2.54e-119	"sp|Q8N357|S35F6_HUMAN"	"lcl|NC_086384.1_cds_XP_063409338.1_44973"	"Q8N357"
"LOC134692757"	1e-40	"sp|P58340|MLF1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409342.1_44975"	"P58340"
"LOC134692759"	0	"sp|P83436|COG7_HUMAN"	"lcl|NC_086384.1_cds_XP_063409344.1_44977"	"P83436"
"LOC134692534"	8.47e-21	"sp|V5NAL9|TLR4_PINIB"	"lcl|NC_086384.1_cds_XP_063409060.1_44987"	"V5NAL9"
"LOC134692766"	3.98e-21	"sp|V5NAL9|TLR4_PINIB"	"lcl|NC_086384.1_cds_XP_063409353.1_44999"	"V5NAL9"
"LOC134692770"	1.94e-21	"sp|V5NAL9|TLR4_PINIB"	"lcl|NC_086384.1_cds_XP_063409359.1_45007"	"V5NAL9"
"LOC134692772"	1.25e-29	"sp|Q6GQ53|PUSL1_XENLA"	"lcl|NC_086384.1_cds_XP_063409362.1_45010"	"Q6GQ53"
"LOC134692773"	1.71e-138	"sp|Q8CBC7|TRM7_MOUSE"	"lcl|NC_086384.1_cds_XP_063409367.1_45013"	"Q8CBC7"
"LOC134692774"	0	"sp|Q5BJQ6|CSTF1_RAT"	"lcl|NC_086384.1_cds_XP_063409371.1_45017"	"Q5BJQ6"
"LOC134692781"	2.99e-130	"sp|Q9VUI3|EMAL_DROME"	"lcl|NC_086384.1_cds_XP_063409381.1_45026"	"Q9VUI3"
"LOC134692796"	6.75e-72	"sp|A4IF63|TRIM2_BOVIN"	"lcl|NC_086384.1_cds_XP_063409405.1_45048"	"A4IF63"
"LOC134692799"	0	"sp|P08183|MDR1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409418.1_45058"	"P08183"
"LOC134692799"	0	"sp|P21447|MDR1A_MOUSE"	"lcl|NC_086384.1_cds_XP_063409422.1_45063"	"P21447"
"LOC134692564"	4.94e-54	"sp|Q1JPZ3|SRC_DANRE"	"lcl|NC_086384.1_cds_XP_063409092.1_45065"	"Q1JPZ3"
"LOC134692802"	8.48e-166	"sp|Q5XI32|CAPZB_RAT"	"lcl|NC_086384.1_cds_XP_063409425.1_45066"	"Q5XI32"
