gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134712325|LOC134712325,48.19152670829,-0.549255377339935,0.128212709509024,1.05672104242556e-6,2.93840391932542e-4,LOC134712325,lcl|NC_086375.1_cds_XP_063429836.1_14855,sp,Q9QXE7,TBL1X,MOUSE,75.522,527,92,3,1,1470,1,527,0,792,reviewed,TBL1X_MOUSE,F-box-like/WD repeat-containing protein TBL1X (Transducin beta-like protein 1X),Tbl1x Tbl1,Mus musculus (Mouse),527,GO:0000118; GO:0000976; GO:0003677; GO:0003682; GO:0003714; GO:0005654; GO:0005667; GO:0006357; GO:0043161; GO:0043627; GO:0045444; GO:0045892; GO:0045944; GO:0048545; GO:0050821,fat cell differentiation [GO:0045444]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein stabilization [GO:0050821]; regulation of transcription by RNA polymerase II [GO:0006357]; response to estrogen [GO:0043627]; response to steroid hormone [GO:0048545],chromatin binding [GO:0003682]; DNA binding [GO:0003677]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor activity [GO:0003714],histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; transcription regulator complex [GO:0005667],,,,R-MMU-3214815;R-MMU-350054;R-MMU-400206;R-MMU-9029569;R-MMU-9707564;,,P51608
gene-LOC134715770|LOC134715770,291.879440194054,0.903363274178311,0.331360500932541,2.29749333095042e-4,0.0153525909627649,LOC134715770,lcl|NC_086376.1_cds_XP_063434271.1_19134,sp,A2AM29,AF9,MOUSE,67.143,140,45,1,1,417,1,140,1.66e-56,209,reviewed,AF9_MOUSE,Protein AF-9 (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog),Mllt3 Af9,Mus musculus (Mouse),569,GO:0003677; GO:0003682; GO:0005634; GO:0005694; GO:0005829; GO:0007379; GO:0008023; GO:0009952; GO:0010467; GO:0042393; GO:0045893; GO:0060218; GO:0070577; GO:0090090; GO:0140030; GO:1902275; GO:2000035; GO:2000096,"anterior/posterior pattern specification [GO:0009952]; gene expression [GO:0010467]; hematopoietic stem cell differentiation [GO:0060218]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000096]; regulation of chromatin organization [GO:1902275]; regulation of stem cell division [GO:2000035]; segment specification [GO:0007379]",chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone binding [GO:0042393]; lysine-acetylated histone binding [GO:0070577]; modification-dependent protein binding [GO:0140030],chromosome [GO:0005694]; cytosol [GO:0005829]; nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023],,,,R-MMU-112382;R-MMU-674695;R-MMU-75955;,,
gene-LOC134685014|LOC134685014,625.856850390835,0.538148487423561,0.214517652211833,5.16406848293091e-4,0.0274954756983958,LOC134685014,lcl|NC_086381.1_cds_XP_063400425.1_34004,sp,Q32LN0,EHF,BOVIN,61.947,113,38,1,1012,1350,190,297,9.32e-42,153,reviewed,EHF_BOVIN,ETS homologous factor (ETS domain-containing transcription factor),EHF,Bos taurus (Bovine),300,GO:0000981; GO:0005634; GO:0006357; GO:0043565,regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]",nucleus [GO:0005634],,,,,,
gene-LOC134695949|LOC134695949,22.3649489104968,-0.809847601190541,0.226327234576416,1.56479971909447e-5,0.00213301761709065,LOC134695949,lcl|NC_086386.1_cds_XP_063413517.1_49035,sp,Q24537,HMG2,DROME,55.828,163,67,2,7,480,174,336,6.17e-54,180,reviewed,HMG2_DROME,High mobility group protein DSP1 (Protein dorsal switch 1),Dsp1 ssrp2 CG12223,Drosophila melanogaster (Fruit fly),393,GO:0000122; GO:0003677; GO:0003697; GO:0005634; GO:0005654; GO:0005700; GO:0006268; GO:0006338; GO:0006357; GO:0007379; GO:0008301; GO:0008348; GO:0017025; GO:0017055; GO:0032502; GO:0035218; GO:0045892; GO:0140297,chromatin remodeling [GO:0006338]; developmental process [GO:0032502]; DNA unwinding involved in DNA replication [GO:0006268]; leg disc development [GO:0035218]; negative regulation of antimicrobial humoral response [GO:0008348]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0017055]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]; segment specification [GO:0007379],"DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA-binding transcription factor binding [GO:0140297]; single-stranded DNA binding [GO:0003697]; TBP-class protein binding [GO:0017025]",nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome [GO:0005700],,,,R-DME-140342;R-DME-209394;R-DME-5620971;R-DME-5686938;R-DME-6798695;,,
gene-LOC134715335|LOC134715335,122.716265771654,1.52681025963033,0.300236372513917,1.64849729203357e-8,8.29701367828898e-6,LOC134715335,lcl|NC_086376.1_cds_XP_063433514.1_18229,sp,G5EBQ8,CHS2,CAEEL,34.188,936,520,17,3526,6138,497,1401,1.54e-148,509,reviewed,CHS2_CAEEL,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),chs-2 F48A11.1,Caenorhabditis elegans,1668,GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944,cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; positive regulation of nematode larval development [GO:0061063],chitin synthase activity [GO:0004100],cell periphery [GO:0071944]; cell septum [GO:0030428]; plasma membrane [GO:0005886],,,,,,
gene-LOC134719022|LOC134719022,69.5640754826135,-0.408855339843534,0.170824298318683,8.8045613121084e-4,0.0381928218368405,LOC134719022,lcl|NC_086377.1_cds_XP_063438004.1_22442,sp,Q90YG6,T2AG,ONCMY,81.373,102,19,0,1,306,1,102,6.05e-58,177,reviewed,T2AG_ONCMY,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma),gtf2a2,Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri),108,GO:0005672; GO:0016251; GO:0017025; GO:0051123,RNA polymerase II preinitiation complex assembly [GO:0051123],RNA polymerase II general transcription initiation factor activity [GO:0016251]; TBP-class protein binding [GO:0017025],transcription factor TFIIA complex [GO:0005672],,,,,,
gene-LOC134711702|LOC134711702,63.0259393486126,0.719595676890161,0.182311314024091,3.71025068957543e-6,6.93604864625486e-4,LOC134711702,lcl|NC_086375.1_cds_XP_063428558.1_13411,sp,Q8VE97,SRSF4,MOUSE,72.678,183,41,1,7,555,2,175,2.04e-78,248,reviewed,SRSF4_MOUSE,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",Srsf4 Sfrs4 MNCb-2616,Mus musculus (Mouse),489,GO:0002244; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0048025; GO:1990825; GO:1990904,"hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729]; sequence-specific mRNA binding [GO:1990825],cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134686829|LOC134686829,159.901977010499,-0.311891094385863,0.0940689385249824,8.16440754135213e-5,0.0071226291390756,LOC134686829,lcl|NC_086382.1_cds_XP_063402703.1_37656,sp,Q9VY78,CLIC,DROME,32.95,261,148,3,19,780,12,252,4.82e-38,137,reviewed,CLIC_DROME,Chloride intracellular channel Clic,Clic CG10997,Drosophila melanogaster (Fruit fly),260,GO:0004602; GO:0005254; GO:0005509; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006821; GO:0008289; GO:0016020; GO:0016324; GO:0048060; GO:0097305,chloride transport [GO:0006821]; negative gravitaxis [GO:0048060]; response to alcohol [GO:0097305],calcium ion binding [GO:0005509]; chloride channel activity [GO:0005254]; glutathione peroxidase activity [GO:0004602]; lipid binding [GO:0008289],apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],,,,,,
gene-LOC134711382|LOC134711382,169.130678716628,0.329700442181969,0.107896944335114,1.78367585630325e-4,0.0130531399673692,LOC134711382,lcl|NC_086375.1_cds_XP_063428012.1_12747,sp,Q6VBQ8,PNO1,RAT,70.968,248,63,3,31,747,1,248,2.69e-127,363,reviewed,PNO1_RAT,RNA-binding protein PNO1,Pno1,Rattus norvegicus (Rat),248,GO:0003723; GO:0005730; GO:0032040; GO:0042274,ribosomal small subunit biogenesis [GO:0042274],RNA binding [GO:0003723],nucleolus [GO:0005730]; small-subunit processome [GO:0032040],,,,R-RNO-6791226;,,
gene-LOC134725929|LOC134725929,109.437315748907,2.13713571378717,0.311400687197252,3.08891596552637e-13,3.37188434961164e-10,LOC134725929,lcl|NC_086379.1_cds_XP_063446294.1_30613,sp,Q9VAF5,CAD99,DROME,30.744,309,169,13,253,1128,93,373,9.15e-29,124,reviewed,CAD99_DROME,Cadherin-99C,Cad99C CG31009,Drosophila melanogaster (Fruit fly),1706,GO:0002385; GO:0005509; GO:0005886; GO:0005902; GO:0007156; GO:0007304; GO:0007305; GO:0007605; GO:0010008; GO:0016324; GO:0016339; GO:0017022; GO:0019722; GO:0031528; GO:0032529; GO:0032533; GO:0035239; GO:0044331; GO:0045176; GO:0098609; GO:2000370,apical protein localization [GO:0045176]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; calcium-mediated signaling [GO:0019722]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by cadherin [GO:0044331]; chorion-containing eggshell formation [GO:0007304]; follicle cell microvillus organization [GO:0032529]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; mucosal immune response [GO:0002385]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of follicle cell microvillus length [GO:0032533]; sensory perception of sound [GO:0007605]; tube morphogenesis [GO:0035239]; vitelline membrane formation involved in chorion-containing eggshell formation [GO:0007305],calcium ion binding [GO:0005509]; myosin binding [GO:0017022],apical plasma membrane [GO:0016324]; endosome membrane [GO:0010008]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886],,"INDUCTION: Up-regulated in the adult anterior midgut after the ingestion of bacterial uracil. Strong up-regulation detected 1 hour, 2 hours and 16 hours after ingestion, whereas no up-regulation was detected at 4 hours. {ECO:0000269|PubMed:25639794}.",,,,Q9V3Z6
gene-LOC134714838|LOC134714838,67.5536831047345,0.391015833770896,0.149021690455834,5.12740649054057e-4,0.0274954756983958,LOC134714838,lcl|NC_086376.1_cds_XP_063432539.1_17069,sp,P49256,LMAN2,CANLF,52.117,307,139,6,82,984,52,356,7.48e-108,322,reviewed,LMAN2_CANLF,Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),LMAN2,Canis lupus familiaris (Dog) (Canis familiaris),356,GO:0000139; GO:0005537; GO:0005615; GO:0005789; GO:0005793; GO:0005794; GO:0005886; GO:0006888; GO:0006890; GO:0009986; GO:0015031; GO:0030134; GO:0030137; GO:0031072; GO:0031410; GO:0046872; GO:0048471; GO:0050766; GO:0070382,"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; positive regulation of phagocytosis [GO:0050766]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",heat shock protein binding [GO:0031072]; mannose binding [GO:0005537]; metal ion binding [GO:0046872],cell surface [GO:0009986]; COPI-coated vesicle [GO:0030137]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; exocytic vesicle [GO:0070382]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886],,,,R-CFA-204005;R-CFA-5694530;,,
gene-LOC134706117|LOC134706117,62.3125275801459,0.520254197603888,0.187086388381531,2.56474679104131e-4,0.0166149883700825,LOC134706117,lcl|NC_086374.1_cds_XP_063420896.1_10623,sp,B3EWY9,MLP,ACRMI,27.305,1117,643,40,9148,12300,352,1365,4.38e-91,335,reviewed,MLP_ACRMI,Mucin-like protein,,Acropora millepora (Staghorn coral) (Heteropora millepora),1594,GO:0005176; GO:0005509; GO:0005615; GO:0007160; GO:0016020,cell-matrix adhesion [GO:0007160],calcium ion binding [GO:0005509]; ErbB-2 class receptor binding [GO:0005176],extracellular space [GO:0005615]; membrane [GO:0016020],,,,,,
gene-LOC134706117|LOC134706117,62.3125275801459,0.520254197603888,0.187086388381531,2.56474679104131e-4,0.0166149883700825,LOC134706117,lcl|NC_086374.1_cds_XP_063420896.1_10623,sp,B3EWY9,MLP,ACRMI,29.102,323,162,14,12133,13065,1096,1363,8.04e-24,115,reviewed,MLP_ACRMI,Mucin-like protein,,Acropora millepora (Staghorn coral) (Heteropora millepora),1594,GO:0005176; GO:0005509; GO:0005615; GO:0007160; GO:0016020,cell-matrix adhesion [GO:0007160],calcium ion binding [GO:0005509]; ErbB-2 class receptor binding [GO:0005176],extracellular space [GO:0005615]; membrane [GO:0016020],,,,,,
gene-LOC134687436|LOC134687436,2994.1206219666,0.568174907379963,0.134291410097633,1.27913319620403e-6,3.10063198240024e-4,LOC134687436,lcl|NC_086373.1_cds_XP_063403806.1_4017,sp,P28491,CALR,PIG,71.72,343,94,3,46,1071,17,357,6.35e-161,462,reviewed,CALR_PIG,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),CALR,Sus scrofa (Pig),417,GO:0005509; GO:0005576; GO:0005789; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0033018; GO:0036503; GO:0044194; GO:0050821; GO:0051082; GO:0060473,ERAD pathway [GO:0036503]; protein folding [GO:0006457]; protein stabilization [GO:0050821],calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082],cell surface [GO:0009986]; cortical granule [GO:0060473]; cytolytic granule [GO:0044194]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; sarcoplasmic reticulum lumen [GO:0033018],,,,R-SSC-1236974;R-SSC-3000480;R-SSC-901042;R-SSC-983170;,,
gene-LOC134693874|LOC134693874,166.728727209423,-0.481926811815466,0.147460180032831,5.89268258192078e-5,0.00558780030920401,LOC134693874,lcl|NC_086384.1_cds_XP_063410879.1_44384,sp,P98160,PGBM,HUMAN,36.864,2672,1529,56,2611,10332,199,2810,0,1550,reviewed,PGBM_HUMAN,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],HSPG2,Homo sapiens (Human),4391,GO:0001525; GO:0001540; GO:0001666; GO:0001938; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0005886; GO:0005925; GO:0006629; GO:0006898; GO:0006954; GO:0007162; GO:0007224; GO:0007420; GO:0007566; GO:0008285; GO:0009410; GO:0016525; GO:0030021; GO:0030154; GO:0031100; GO:0043202; GO:0050750; GO:0062023; GO:0070052; GO:0070062; GO:0072359; GO:0098797,angiogenesis [GO:0001525]; animal organ regeneration [GO:0031100]; brain development [GO:0007420]; cell differentiation [GO:0030154]; circulatory system development [GO:0072359]; embryo implantation [GO:0007566]; inflammatory response [GO:0006954]; lipid metabolic process [GO:0006629]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of endothelial cell proliferation [GO:0001938]; receptor-mediated endocytosis [GO:0006898]; response to hypoxia [GO:0001666]; response to xenobiotic stimulus [GO:0009410]; smoothened signaling pathway [GO:0007224],amyloid-beta binding [GO:0001540]; calcium ion binding [GO:0005509]; collagen V binding [GO:0070052]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; low-density lipoprotein particle receptor binding [GO:0050750],basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797],,,P98160;,R-HSA-1474228;R-HSA-1971475;R-HSA-2022928;R-HSA-2024096;R-HSA-216083;R-HSA-3000157;R-HSA-3000171;R-HSA-3000178;R-HSA-3560783;R-HSA-3560801;R-HSA-3656237;R-HSA-3656253;R-HSA-4420332;R-HSA-9694614;R-HSA-975634;R-HSA-977225;R-HSA-9820960;R-HSA-9833110;,,P35968; P17948-2; P35968; P17948-2; P35968
gene-LOC134693874|LOC134693874,166.728727209423,-0.481926811815466,0.147460180032831,5.89268258192078e-5,0.00558780030920401,LOC134693874,lcl|NC_086384.1_cds_XP_063410879.1_44384,sp,P98160,PGBM,HUMAN,31.123,1915,1150,40,7075,12525,2548,4391,0,905,reviewed,PGBM_HUMAN,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],HSPG2,Homo sapiens (Human),4391,GO:0001525; GO:0001540; GO:0001666; GO:0001938; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0005886; GO:0005925; GO:0006629; GO:0006898; GO:0006954; GO:0007162; GO:0007224; GO:0007420; GO:0007566; GO:0008285; GO:0009410; GO:0016525; GO:0030021; GO:0030154; GO:0031100; GO:0043202; GO:0050750; GO:0062023; GO:0070052; GO:0070062; GO:0072359; GO:0098797,angiogenesis [GO:0001525]; animal organ regeneration [GO:0031100]; brain development [GO:0007420]; cell differentiation [GO:0030154]; circulatory system development [GO:0072359]; embryo implantation [GO:0007566]; inflammatory response [GO:0006954]; lipid metabolic process [GO:0006629]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of endothelial cell proliferation [GO:0001938]; receptor-mediated endocytosis [GO:0006898]; response to hypoxia [GO:0001666]; response to xenobiotic stimulus [GO:0009410]; smoothened signaling pathway [GO:0007224],amyloid-beta binding [GO:0001540]; calcium ion binding [GO:0005509]; collagen V binding [GO:0070052]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; low-density lipoprotein particle receptor binding [GO:0050750],basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797],,,P98160;,R-HSA-1474228;R-HSA-1971475;R-HSA-2022928;R-HSA-2024096;R-HSA-216083;R-HSA-3000157;R-HSA-3000171;R-HSA-3000178;R-HSA-3560783;R-HSA-3560801;R-HSA-3656237;R-HSA-3656253;R-HSA-4420332;R-HSA-9694614;R-HSA-975634;R-HSA-977225;R-HSA-9820960;R-HSA-9833110;,,P35968; P17948-2; P35968; P17948-2; P35968
